   |CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL|FLG_MTO_P25|FLG_MTO_P50|FLG_MTO_P75|FLG_MTO_P90|FECDIA2|FEC_BEN|FLG_AN|TIPPER|FLG_NUEVA_BEN|dif|dif2|FLG_NUEVA_SOL|FLG_NUEVA|FLG_BANCA|PERSONA_SOL|EMPRESA_SOL|PERSONA_BEN|EMPRESA_BEN|FLG_ROS|FLG_MTO|FLG_NOREL|MTOTRANSACCION_ES|TIPPER_BEN|TIPPER_SOL|MTO_P95|MTOTRANSACCION_ES95|N_Cluster
165|7071429.0|3534724.0|202005|25/05/2020|14:17:19|215000|517|800698000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-05-25|2008-09-07|0|0|0|4278 days|4278.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
2798|2679372.0|16256566.0|202006|25/06/2020|09:55:56|475000|61|800709000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |19/01/1995||0|0|0|0|0|0|0|1|0|2020-06-25|1995-01-19|0|0|0|9289 days|9289.0|0|0|1|1|0|0|1|0|0|1|500000.0|1|0|500000.0|500000.0|13
2192|62876.0|2672792.0|202007|06/07/2020|09:53:58|475000|26|800711000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|319140.0|P|EMPRESA                            |BANCA PERSONAL                     |20/07/1987||0|0|0|0|0|0|1|0|0|2020-06-07|1987-07-20|0|0|0|12011 days|12011.0|0|0|1|1|0|0|1|0|0|1|319140.0|1|0|319140.0|319140.0|3
2042|8851327.0|9658750.0|202005|14/05/2020|14:54:52|335000|725|800695000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|243423.9|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|1|0|0|0|2020-05-14|2017-08-24|0|0|0|994 days|994.0|0|0|1|1|0|0|0|0|0|1|243423.9|1|0|243423.9|243423.9|5
2758|93143.0|14938485.0|202006|30/06/2020|12:42:03|375000|352|902243000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|284539.26|P|EMPRESA                            |BANCA PERSONAL                     |07/04/1998||0|0|0|0|0|1|0|0|0|2020-06-30|1998-07-04|0|0|0|8032 days|8032.0|0|0|1|1|0|0|1|0|0|1|284539.26|1|0|284539.26|284539.26|0
532|64994.0|19936938.0|202002|18/02/2020|16:17:10|220000|873|800667000000.0|115|Credipago with partial validation|1520.0|E|1|1|C|P|267453.2|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |05/02/1941||0|1|0|0|1|1|0|0|0|2020-02-18|1941-05-02|0|0|0|28781 days|28781.0|0|0|1|1|0|0|0|0|0|1|267453.2|1|0|267453.2|267453.2|5
225|12564876.0|3023943.0|202004|27/04/2020|11:31:57|191074|321|902232000000.0|62|DepÂ¢sito Cte|5030.0|E|1|1|P|P|250012.5|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/11/2013||0|0|1|0|0|1|0|0|0|2020-04-27|2013-11-21|0|0|0|2349 days|2349.0|0|0|1|1|0|1|0|0|0|0|250012.5|1|0|250012.5|250012.5|4
3298|3480102.0|903693.0|202007|24/07/2020|15:53:12|191026|289|800728000000.0|62|DepÂ¢sito Cte|5219.0|E|1|1|P|P|648300.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/11/2002||0|0|1|0|0|0|0|0|1|2020-07-24|2002-04-11|0|0|0|6679 days|6679.0|0|0|1|1|0|1|0|0|1|0|648300.0|1|0|648300.0|648300.0|15
2356|10909900.0|6808257.0|202004|01/04/2020|14:10:05|191061|385|902228000000.0|117|Credipago without validation|5190.0|E|1|1|P|P|216500.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |18/06/2012||0|0|0|0|0|0|0|0|0|2020-01-04|2012-06-18|0|0|0|2756 days|2756.0|0|0|1|1|0|1|0|0|0|1|216500.0|1|0|216500.0|216500.0|9
1455|6112575.0|14495124.0|202008|27/08/2020|13:05:12|215000|466|800737000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|316700.0|P|EMPRESA                            |BANCA PERSONAL                     |01/06/2007||0|0|0|0|0|0|1|0|0|2020-08-27|2007-01-06|0|0|0|4982 days|4982.0|0|0|1|1|0|0|1|0|0|1|316700.0|1|0|316700.0|316700.0|3
1955|11661803.0|5214802.0|202008|20/08/2020|17:47:48|305000|716|800736000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|465000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/05/2013||0|0|1|0|0|0|0|1|0|2020-08-20|2013-01-05|0|0|0|2784 days|2784.0|0|0|1|1|0|1|0|0|0|0|465000.0|1|0|465000.0|465000.0|1
3074|142231.0|1250121.0|202003|02/03/2020|16:32:54|285000|1317|902219000000.0|117|Credipago without validation|7020.0|E|1|1|P|P|500000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/12/1995||0|0|1|0|0|0|0|1|0|2020-02-03|1995-01-12|0|0|0|9153 days|9153.0|0|0|1|1|0|1|0|0|0|0|500000.0|1|0|500000.0|500000.0|1
2335|2308521.0|21228815.0|202005|11/05/2020|14:48:26|310000|710|800694000000.0|115|Credipago with partial validation|1542.0|E|1|1|C|P|202000.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |22/06/1992||0|0|0|0|0|0|0|0|0|2020-11-05|1992-06-22|0|0|0|10363 days|10363.0|0|0|1|1|0|0|0|0|0|1|202000.0|1|0|202000.0|202000.0|5
1994|2096628.0|3049539.0|202006|09/06/2020|11:21:05|570000|288|800703000000.0|62|DepÂ¢sito Cte|5211.0|E|1|1|E|P|261010.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1993||0|0|0|0|0|1|0|0|0|2020-09-06|1993-01-02|0|0|0|10109 days|10109.0|0|0|1|1|0|0|1|0|0|1|261010.0|1|0|261010.0|261010.0|0
3049|22050121.0|4632238.0|202001|24/01/2020|11:00:29|355005|164|902201000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|P|P|475000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/05/2017||0|0|1|0|0|0|0|1|0|2020-01-24|2017-05-17|0|0|0|982 days|982.0|0|0|1|1|0|1|0|0|0|0|475000.0|1|0|475000.0|475000.0|1
1957|3540854.0|11969463.0|202008|25/08/2020|12:36:13|193045|237|902254000000.0|128|Pago SUNAT formulario 1662|5190.0|E|1|1|P|P|201600.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-08-25||0|0|0|||0|0|1|1|0|1|0|0|0|1|201600.0|1|0|201600.0|201600.0|9
327|7397969.0|7535424.0|202007|31/07/2020|11:45:23|305003|152|800730000000.0|84|Emision de Cheques de Ger|5234.0|E|1|1|P|P|210024.5|P|BANCA PERSONAL                     |BANCA PERSONAL                     |10/02/2009||0|0|0|0|0|0|0|0|0|2020-07-31|2009-10-02|0|0|0|3955 days|3955.0|0|0|1|1|0|1|0|0|0|1|210024.5|1|0|210024.5|210024.5|9
1622|9172422.0|1917510.0|202003|24/03/2020|15:10:45|194019|228|800684000000.0|84|Emision de Cheques de Ger|1429.0|E|1|1|P|P|491960.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/01/2011||0|0|0|1|0|0|0|1|0|2020-03-24|2011-01-21|0|0|0|3350 days|3350.0|0|0|1|1|0|1|0|0|0|1|491960.0|1|0|491960.0|491960.0|18
1440|3855878.0|4586833.0|202004|30/04/2020|10:09:56|395000|133|902233000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|239850.0|P|EMPRESA                            |BANCA PERSONAL                     |03/06/2002||0|0|0|0|0|1|0|0|0|2020-04-30|2002-03-06|0|0|0|6630 days|6630.0|0|0|1|1|0|0|1|0|0|1|239850.0|1|0|239850.0|239850.0|0
1076|8637421.0|5323234.0|202002|29/02/2020|12:14:41|380000|697|800673000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|303285.5|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-02-29||0|0|0|||0|0|1|1|0|0|0|0|0|1|303285.5|1|0|303285.5|303285.5|10
1969|12054312.0|1161246.0|202001|09/01/2020|18:26:04|365002|387|800645000000.0|107|Pago de Credito ALS|91.0|P|1|1|P|P|329650.57|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-09-01||0|1|0|||0|0|1|1|0|1|0|0|0|1|329650.57|0|0|329650.57|329650.57|2
1591|4613804.0|5571554.0|202008|04/08/2020|14:11:59|215000|394|800731000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-04-08|2004-05-27|0|0|0|5795 days|5795.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
3125|2560603.0|2560603.0|202007|13/07/2020|13:51:15|495000|489|800725000000.0|62|DepÂ¢sito Cte|9309.0|P|1|1|P|P|271500.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-07-13||0|1|0|||0|0|1|1|0|1|0|0|0|1|271500.0|0|0|271500.0|271500.0|9
2020|8149073.0|5261653.0|202008|18/08/2020|13:28:45|191069|249|800735000000.0|101|Liquidacion de Letras|5231.0|E|1|1|P|P|572173.91|P|BANCA PERSONAL                     |BANCA PERSONAL                     |11/12/2009||0|0|0|0|0|0|0|0|1|2020-08-18|2009-11-12|0|0|0|3932 days|3932.0|0|0|1|1|0|1|0|0|1|1|572173.91|1|0|572173.91|572173.91|15
287|14991066.0|6039150.0|202006|15/06/2020|16:08:07|193040|311|902240000000.0|62|DepÂ¢sito Cte|5121.0|E|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |28/09/2015||0|0|1|0|0|0|1|0|0|2020-06-15|2015-09-28|0|0|0|1722 days|1722.0|0|0|1|1|0|1|0|0|0|0|300000.0|1|0|300000.0|300000.0|12
3082|22483682.0|1301574.0|202001|03/01/2020|10:09:42|192030|71|800641000000.0|101|Liquidacion de Letras|4520.0|E|1|1|P|P|220553.35|P|BANCA PERSONAL                     |BANCA PERSONAL                     |29/10/2018||0|0|1|0|0|0|0|0|0|2020-03-01|2018-10-29|0|0|0|489 days|489.0|0|0|1|1|0|1|0|0|0|0|220553.35|1|0|220553.35|220553.35|4
1445|3855878.0|4586833.0|202005|08/05/2020|11:48:13|395000|216|902234000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|342530.0|P|EMPRESA                            |BANCA PERSONAL                     |03/06/2002||0|0|0|0|0|0|1|0|0|2020-08-05|2002-03-06|0|0|0|6727 days|6727.0|0|0|1|1|0|0|1|0|0|1|342530.0|1|0|342530.0|342530.0|3
2830|18258.0|1984672.0|202008|18/08/2020|16:19:27|550000|388|902253000000.0|117|Credipago without validation|5143.0|E|1|1|P|P|275000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/09/1997||0|0|1|0|0|1|0|0|0|2020-08-18|1997-12-09|0|0|0|8288 days|8288.0|0|0|1|1|0|1|0|0|0|0|275000.0|1|0|275000.0|275000.0|4
3429|2096628.0||202006|18/06/2020|12:30:03|305000|358|800707000000.0|62|DepÂ¢sito Cte|5211.0|E|1|0|E||299272.0||EMPRESA                            ||01/02/1993||0|0|0|0|0|0|1|0|0|2020-06-18|1993-01-02|0|0|0|10029 days|10029.0|0|0|0|0|0|0|1|0|0|1|299272.0|1|1|299272.0|299272.0|3
1792|19378370.0|4462910.0|202007|17/07/2020|14:56:18|191061|301|902247000000.0|117|Credipago without validation|5122.0|E|1|1|E|P|333610.0|P|EMPRESA                            |BANCA PERSONAL                     |04/08/2016||0|0|1|0|0|0|1|0|0|2020-07-17|2016-04-08|0|0|0|1561 days|1561.0|0|0|1|1|0|0|1|0|0|0|333610.0|1|0|333610.0|333610.0|17
3270|9061603.0|9061603.0|202002|10/02/2020|12:33:21|550000|270|902209000000.0|107|Pago de Credito ALS|99.0|P|1|1|P|P|247256.45|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-10-02||0|1|0|||0|0|1|1|0|1|0|0|0|1|247256.45|0|0|247256.45|247256.45|9
1253|2811001.0|9978667.0|202007|01/07/2020|13:48:09|305000|298|800710000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|203000.0|P|EMPRESA                            |BANCA PERSONAL                     |03/04/2000||0|0|0|0|0|0|0|0|0|2020-01-07|2000-03-04|0|0|0|7248 days|7248.0|0|0|1|1|0|0|1|0|0|1|203000.0|1|0|203000.0|203000.0|0
2289|59470.0|2445058.0|202002|27/02/2020|16:37:17|193001|680|902217000000.0|117|Credipago without validation|5190.0|E|1|1|C|P|225000.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |04/01/1971||0|0|0|0|0|0|0|0|0|2020-02-27|1971-04-01|0|0|0|17864 days|17864.0|0|0|1|1|0|0|0|0|0|1|225000.0|1|0|225000.0|225000.0|5
169|7071429.0|3534724.0|202006|12/06/2020|12:47:27|215000|537|800705000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-12-06|2008-09-07|0|0|0|4473 days|4473.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
2037|8851327.0|9658750.0|202002|21/02/2020|16:28:53|335000|993|800669000000.0|62|DepÂ¢sito Cte|6719.0|E|1|1|C|P|650622.6|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/2017||0|0|0|0|0|0|0|0|1|2020-02-21|2017-08-24|0|0|0|911 days|911.0|0|0|1|1|0|0|0|0|1|1|650622.6|1|0|650622.6|650622.6|8
755|13075565.0|6746228.0|202005|14/05/2020|11:05:36|194039|25|800695000000.0|62|DepÂ¢sito Cte|7129.0|E|1|1|P|P|399720.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/06/2014||0|0|0|0|0|0|0|1|0|2020-05-14|2014-05-06|0|0|0|2200 days|2200.0|0|0|1|1|0|1|0|0|0|1|399720.0|1|0|399720.0|399720.0|18
2602|71834.0|3383881.0|202007|16/07/2020|10:16:52|475000|88|800726000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|423130.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|1|0|2020-07-16|1976-01-04|0|0|0|16265 days|16265.0|0|0|1|1|0|0|1|0|0|1|423130.0|1|0|423130.0|423130.0|13
2927|4613804.0|6497825.0|202001|15/01/2020|17:37:03|215000|1682|800648000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|0|1|0|2020-01-15|2004-05-27|0|0|0|5711 days|5711.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
1368|13848010.0|2868538.0|202007|27/07/2020|16:04:41|193011|556|800729000000.0|62|DepÂ¢sito Cte|4520.0|E|1|1|P|P|216000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/04/2014||0|0|0|0|0|0|0|0|0|2020-07-27|2014-03-04|0|0|0|2337 days|2337.0|0|0|1|1|0|1|0|0|0|1|216000.0|1|0|216000.0|216000.0|9
2333|72103.0|4306676.0|202006|11/06/2020|09:59:55|191082|86|800704000000.0|115|Credipago with partial validation|1553.0|E|1|1|C|P|348072.95|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |03/01/1955||0|0|1|0|0|0|1|0|0|2020-11-06|1955-03-01|0|0|0|23992 days|23992.0|0|0|1|1|0|0|0|0|0|0|348072.95|1|0|348072.95|348072.95|12
1553|21656001.0|5863002.0|202002|12/02/2020|16:23:16|435000|370|800664000000.0|62|DepÂ¢sito Cte|7111.0|E|1|1|P|P|270151.1|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/07/2013||0|0|1|0|0|1|0|0|0|2020-12-02|2013-12-07|0|0|0|2552 days|2552.0|0|0|1|1|0|1|0|0|0|0|270151.1|1|0|270151.1|270151.1|4
1686|23140821.0|7396310.0|202002|22/02/2020|10:26:49|194000|139|800669000000.0|62|DepÂ¢sito Cte|7495.0|E|1|1|E|P|265630.0|P|EMPRESA                            |BANCA PERSONAL                     |15/05/2019||0|0|0|0|0|1|0|0|0|2020-02-22|2019-05-15|0|0|0|283 days|283.0|0|0|1|1|0|0|1|0|0|1|265630.0|1|0|265630.0|265630.0|0
2164|62876.0|1355076.0|202003|19/03/2020|11:12:12|475001|76|800683000000.0|115|Credipago with partial validation|5122.0|E|1|1|E|P|276380.0|P|EMPRESA                            |BANCA PERSONAL                     |20/07/1987||0|0|0|0|0|1|0|0|0|2020-03-19|1987-07-20|0|0|0|11931 days|11931.0|0|0|1|1|0|0|1|0|0|1|276380.0|1|0|276380.0|276380.0|0
1854|69556.0|3391219.0|202006|05/06/2020|10:37:28|395000|19|800702000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|354400.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1985||0|0|0|0|0|0|1|0|0|2020-05-06|1985-01-02|0|0|0|12908 days|12908.0|0|0|1|1|0|0|1|0|0|1|354400.0|1|0|354400.0|354400.0|3
201|9283781.0|2825124.0|202007|29/07/2020|14:05:35|193011|324|800729000000.0|62|DepÂ¢sito Cte|6023.0|E|1|1|P|P|474000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/11/2008||0|0|1|0|0|0|0|1|0|2020-07-29|2008-12-11|0|0|0|4248 days|4248.0|0|0|1|1|0|1|0|0|0|0|474000.0|1|0|474000.0|474000.0|1
2243|7071429.0|9848343.0|202007|09/07/2020|10:00:21|285000|68|902245000000.0|117|Credipago without validation|121.0|E|1|1|E|P|200260.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|0|0|2020-09-07|2008-09-07|0|0|0|4383 days|4383.0|0|0|1|1|0|0|1|0|0|0|200260.0|1|0|200260.0|200260.0|16
2403|12844012.0|16068075.0|202005|05/05/2020|11:59:38|215000|505|800693000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|C|P|202976.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/2014||0|0|0|0|0|0|0|0|0|2020-05-05|2014-03-25|0|0|0|2233 days|2233.0|0|0|1|1|0|0|0|0|0|1|202976.0|1|0|202976.0|202976.0|5
1977|27444.0|719905.0|202006|24/06/2020|11:09:23|305000|127|800709000000.0|117|Credipago without validation|1552.0|E|1|1|E|P|250000.0|P|EMPRESA                            |BANCA PERSONAL                     |25/01/1960||0|0|0|0|0|1|0|0|0|2020-06-24|1960-01-25|0|0|0|22066 days|22066.0|0|0|1|1|0|0|1|0|0|1|250000.0|1|0|250000.0|250000.0|0
343|7514553.0|32044.0|202002|25/02/2020|12:30:39|435000|176|800670000000.0|62|DepÂ¢sito Cte|5190.0|E|1|1|P|P|366530.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/05/2009||0|0|1|0|0|0|1|0|0|2020-02-25|2009-04-05|0|0|0|3978 days|3978.0|0|0|1|1|0|1|0|0|0|0|366530.0|1|0|366530.0|366530.0|12
2951|16735525.0|19385766.0|202001|02/01/2020|11:48:09|405000|237|800640000000.0|117|Credipago without validation|5122.0|E|1|1|P|P|207920.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |31/03/2015||0|0|1|0|0|0|0|0|0|2020-02-01|2015-03-31|0|0|0|1768 days|1768.0|0|0|1|1|0|1|0|0|0|0|207920.0|1|0|207920.0|207920.0|4
2689|69556.0|21614230.0|202005|29/05/2020|11:14:15|395000|101|902238000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|282440.0|P|EMPRESA                            |BANCA PERSONAL                     |01/02/1985||0|0|0|0|0|1|0|0|0|2020-05-29|1985-01-02|0|0|0|12931 days|12931.0|0|0|1|1|0|0|1|0|0|1|282440.0|1|0|282440.0|282440.0|0
1029|5327980.0|5327980.0|202007|13/07/2020|11:55:47|191105|124|800725000000.0|60|DepÂ¢sito Aho|91.0|P|1|1|P|P|351100.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-07-13||0|1|0|||0|0|1|1|0|1|0|0|0|1|351100.0|0|0|351100.0|351100.0|2
1507|4613804.0|3549080.0|202002|07/02/2020|17:31:37|215000|1512|800661000000.0|62|DepÂ¢sito Cte|5141.0|E|1|1|E|P|320000.0|P|EMPRESA                            |BANCA PERSONAL                     |27/05/2004||0|0|1|0|0|0|1|0|0|2020-07-02|2004-05-27|0|0|0|5880 days|5880.0|0|0|1|1|0|0|1|0|0|0|320000.0|1|0|320000.0|320000.0|17
3202|71834.0|22459806.0|202004|08/04/2020|11:26:06|475000|542|800687000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|570210.0|P|EMPRESA                            |BANCA PERSONAL                     |01/04/1976||0|0|0|0|0|0|0|0|1|2020-08-04|1976-01-04|0|0|0|16284 days|16284.0|0|0|1|1|0|0|1|0|1|1|570210.0|1|0|570210.0|570210.0|11
2530|6965899.0|6965899.0|202001|13/01/2020|17:06:38|440000|606|800647000000.0|60|DepÂ¢sito Aho|9199.0|P|1|1|P|P|300000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-01-13||0|1|0|||0|0|1|1|0|1|0|0|0|1|300000.0|0|0|300000.0|300000.0|2
2207|21378.0|3039332.0|202007|20/07/2020|14:26:16|194037|386|902247000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|240447.9|P|EMPRESA                            |BANCA PERSONAL                     |28/10/1994||0|0|1|0|0|1|0|0|0|2020-07-20|1994-10-28|0|0|0|9397 days|9397.0|0|0|1|1|0|0|1|0|0|0|240447.9|1|0|240447.9|240447.9|16
591|8637421.0|1446434.0|202001|20/01/2020|12:47:59|380000|799|800650000000.0|62|DepÂ¢sito Cte|6712.0|E|1|1|C|P|363752.2|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |||0|0|0|0|0|0|1|0|0|2020-01-20||0|0|0|||0|0|1|1|0|0|0|0|0|1|363752.2|1|0|363752.2|363752.2|10
1652|23980138.0|3320608.0|202008|20/08/2020|10:55:00|220000|126|800735000000.0|117|Credipago without validation|5233.0|E|1|1|E|P|212500.0|P|EMPRESA                            |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-08-20||0|0|0|||0|0|1|1|0|0|1|0|0|1|212500.0|1|0|212500.0|212500.0|0
3348|992824.0|230743.0|202001|10/01/2020|13:08:49|355000|303|902195000000.0|84|Emision de Cheques de Ger|91.0|P|1|1|P|P|200024.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|0|0|0|0|2020-10-01||0|1|0|||0|0|1|1|0|1|0|0|0|1|200024.0|0|0|200024.0|200024.0|9
2899|19783498.0|7419465.0|202009|03/09/2020|15:50:54|570011|451|902257000000.0|62|DepÂ¢sito Cte|5149.0|E|1|1|P|P|243000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |07/06/2017||0|0|1|0|0|1|0|0|0|2020-03-09|2017-07-06|0|0|0|977 days|977.0|0|0|1|1|0|1|0|0|0|0|243000.0|1|0|243000.0|243000.0|4
3157|2679372.0|14188478.0|202002|29/02/2020|12:35:43|194000|694|800673000000.0|62|DepÂ¢sito Cte|6599.0|E|1|1|E|P|350000.0|P|EMPRESA                            |BANCA PERSONAL                     |19/01/1995||0|0|0|0|0|0|1|0|0|2020-02-29|1995-01-19|0|0|0|9172 days|9172.0|0|0|1|1|0|0|1|0|0|1|350000.0|1|0|350000.0|350000.0|3
826|366868.0|983757.0|202002|26/02/2020|18:04:28|215000|1574|800671000000.0|117|Credipago without validation|122.0|E|1|1|C|P|474190.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/1998||0|0|0|0|0|0|0|1|0|2020-02-26|1998-10-23|0|0|0|7796 days|7796.0|0|0|1|1|0|0|0|0|0|1|474190.0|1|0|474190.0|474190.0|14
3385|7071429.0|877773.0|202007|29/07/2020|14:45:20|215000|497|800729000000.0|117|Credipago without validation|121.0|E|1|1|E|P|500000.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|1|0|2020-07-29|2008-09-07|0|0|0|4343 days|4343.0|0|0|1|1|0|0|1|0|0|0|500000.0|1|0|500000.0|500000.0|6
423|1082077.0|1082077.0|202001|17/01/2020|09:57:45|215002|108|902198000000.0|60|DepÂ¢sito Aho|99.0|P|1|1|P|P|259917.97|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-01-17||0|1|0|||0|0|1|1|0|1|0|0|0|1|259917.97|0|0|259917.97|259917.97|9
2240|7071429.0|9848343.0|202006|18/06/2020|12:01:35|285000|244|902241000000.0|117|Credipago without validation|121.0|E|1|1|E|P|206850.0|P|EMPRESA                            |BANCA PERSONAL                     |09/07/2008||0|0|1|0|0|0|0|0|0|2020-06-18|2008-09-07|0|0|0|4302 days|4302.0|0|0|1|1|0|0|1|0|0|0|206850.0|1|0|206850.0|206850.0|16
470|5341868.0|5341868.0|202002|11/02/2020|16:48:01|318000|262|800663000000.0|60|DepÂ¢sito Aho|4530.0|P|1|1|P|P|240000.0|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0|1|0|0|0|2020-11-02||0|1|0|||0|0|1|1|0|1|0|0|0|1|240000.0|0|0|240000.0|240000.0|9
3003|326.0|19247017.0|202008|19/08/2020|13:37:24|191091|115|902253000000.0|62|DepÂ¢sito Cte|5122.0|E|1|1|E|P|220800.0|E|EMPRESA                            |BANCA PERSONAL                     |15/04/1996|15/10/2015|0|0|0|0|0|0|0|0|0|2020-08-19|1996-04-15|0|0|0|8892 days|8892.0|0|0|1|1|0|0|1|0|0|1|220800.0|1|1|220800.0|220800.0|0
2048|67632.0|5573509.0|202006|09/06/2020|12:12:32|570000|403|800703000000.0|117|Credipago without validation|5233.0|E|1|1|C|P|210000.0|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |04/08/1975||0|0|1|0|0|0|0|0|0|2020-09-06|1975-04-08|0|0|0|16588 days|16588.0|0|0|1|1|0|0|0|0|0|0|210000.0|1|0|210000.0|210000.0|5
